

n=20;

m=16;
 			
71	64	58	21	80	74	58	66	57	9	70	33	38	43	33	74	80	78	50	66
78	47	59	43	7	72	20	25	71	23	24	51	70	25	56	77	16	77	78	41
79	19	16	73	8	75	56	65	45	39	25	58	80	7	51	4	50	35	33	2
1	52	25	45	40	13	18	18	21	6	15	39	3	37	73	49	50	58	53	52
56	54	29	13	1	29	63	37	44	79	7	30	7	68	69	65	32	33	39	36
24	32	16	31	61	19	55	18	51	77	43	71	67	74	65	21	25	3	76	14
29	41	39	30	55	58	53	19	76	13	13	31	28	69	38	14	59	39	37	51
15	60	32	50	3	61	33	75	44	45	15	69	48	5	17	11	67	17	2	36
64	59	23	49	80	44	41	25	5	16	59	80	13	32	32	15	50	43	79	5
28	25	78	17	29	74	45	39	13	69	62	44	78	5	28	9	59	3	46	26
77	25	53	12	28	51	73	8	19	23	49	3	38	63	36	53	37	64	9	44
57	41	7	57	14	9	5	31	54	35	37	40	22	53	23	1	80	25	61	29
7	47	35	55	8	2	78	18	15	5	55	5	76	44	69	51	8	5	13	49
29	41	39	30	55	58	53	19	76	13	13	31	28	69	38	14	59	39	37	51
44	19	40	74	69	54	9	58	30	7	53	70	49	57	6	49	25	39	31	28
56	54	29	13	1	29	63	37	44	79	7	30	7	68	69	65	32	33	39	36
