

n=20;

m=16;
 			
70	61	3	53	74	14	25	73	51	23	65	8	27	44	15	70	42	12	27	49
19	20	29	66	14	18	6	55	21	50	54	33	57	58	7	7	73	25	36	73
10	21	47	53	3	2	41	58	18	61	14	47	44	10	53	2	40	63	8	60
41	73	9	20	54	64	17	52	3	50	25	12	43	23	12	37	15	73	44	80
38	41	61	61	15	9	60	35	43	34	14	55	65	39	41	55	35	25	41	41
22	34	14	11	55	28	71	19	37	11	49	73	51	12	54	13	67	66	52	23
34	44	23	32	55	6	9	9	34	36	72	12	11	32	24	18	36	32	41	7
21	3	67	35	71	52	35	6	4	3	69	30	42	38	6	55	58	1	24	49
64	58	11	18	7	62	45	47	49	52	38	32	3	65	67	30	2	47	4	49
54	73	74	55	38	35	12	45	55	12	21	43	56	29	45	47	65	16	29	25
37	24	12	73	47	43	22	21	74	64	24	43	61	3	52	32	23	5	35	56
8	12	30	58	58	21	53	49	60	61	73	66	3	39	48	55	29	61	42	74
53	65	36	47	72	65	16	46	38	19	64	73	64	9	10	61	72	70	74	61
26	43	15	12	28	50	60	18	17	3	49	67	39	48	15	32	52	32	14	7
57	26	23	70	27	29	57	1	47	38	23	12	27	28	32	6	70	53	18	37
38	41	61	61	15	9	60	35	43	34	14	55	65	39	41	55	35	25	41	41
