

n=20;

m=16;

98	2	85	44	7	73	19	69	12	73	85	23	53	16	88	8	26	42	58	63
4	10	63	96	55	71	66	94	7	15	11	99	37	50	56	69	22	56	67	63
53	87	88	10	32	38	25	24	90	7	11	49	2	76	17	32	39	9	83	69
56	65	59	4	10	12	62	43	49	54	87	29	2	18	75	39	77	69	15	78
69	91	38	25	87	7	66	54	86	49	3	48	44	93	37	82	31	59	78	33
60	44	43	76	99	66	11	35	52	8	40	62	25	24	30	1	73	27	16	91
49	3	94	76	95	48	4	37	82	57	61	6	97	5	27	95	4	92	46	52
8	98	90	36	75	69	26	24	55	98	86	30	92	94	66	47	63	41	41	47
79	23	66	5	15	51	2	81	12	40	59	32	16	87	78	41	43	94	1	93
23	32	26	22	12	23	34	87	59	2	38	84	62	10	11	93	57	81	10	40
7	2	44	38	24	76	85	61	32	90	96	74	4	42	40	30	93	36	25	87
67	28	88	23	91	71	3	26	41	96	68	37	22	41	92	67	24	87	91	31
36	3	58	10	98	6	44	62	24	94	8	11	7	54	72	57	85	22	87	65
33	11	99	2	60	90	36	62	15	3	89	28	39	80	47	57	74	38	59	5
91	23	32	26	22	12	23	34	87	59	2	38	84	62	10	11	93	57	81	10
69	91	38	25	87	7	66	54	86	49	3	48	44	93	37	82	31	59	78	33
