

n=20;

m=16;
 			
53	52	22	73	2	79	56	66	53	49	67	38	70	38	11	3	14	53	50	69
68	73	38	48	31	69	38	3	72	73	37	61	33	47	58	52	38	44	50	61
52	17	17	5	3	33	61	77	34	60	29	37	69	69	44	8	61	38	38	63
18	27	49	62	48	21	76	17	38	80	38	65	7	49	45	79	22	24	43	73
66	52	37	15	57	76	7	59	6	41	65	17	4	63	76	66	9	53	33	34
55	73	53	18	47	58	55	48	44	23	69	34	46	22	40	37	31	48	36	18
44	19	40	74	69	54	9	58	30	7	53	70	49	57	6	49	25	39	31	28
40	39	1	74	2	44	41	26	61	49	76	17	51	71	80	15	8	52	34	61
58	17	24	65	21	64	20	1	65	49	76	71	12	9	51	35	53	71	31	78
15	63	5	35	3	17	50	61	11	25	14	30	14	51	77	10	10	76	73	27
70	57	69	22	50	5	61	17	68	56	59	28	8	35	78	9	33	8	37	22
50	55	64	41	46	14	77	77	75	74	11	40	57	47	25	31	34	16	67	59
41	45	39	36	62	49	37	38	61	61	67	25	77	64	34	22	28	30	72	7
44	19	40	74	69	54	9	58	30	7	53	70	49	57	6	49	25	39	31	28
37	45	80	6	41	7	56	29	1	49	17	39	6	38	13	65	57	25	70	32
66	52	37	15	57	76	7	59	6	41	65	17	4	63	76	66	9	53	33	34
