

n=20;

m=16;
 			
67	64	59	58	35	41	6	46	70	61	3	53	74	14	25	73	51	23	65	8
43	6	3	64	53	71	55	69	19	20	29	66	14	18	6	55	21	50	54	33
26	53	18	32	9	43	33	21	10	21	47	53	3	2	41	58	18	61	14	47
5	74	25	25	19	51	67	34	41	73	9	20	54	64	17	52	3	50	25	12
9	59	24	33	12	36	37	44	38	41	61	61	15	9	60	35	43	34	14	55
6	12	68	12	57	30	22	55	22	34	14	11	55	28	71	19	37	11	49	73
12	19	34	73	30	5	10	8	34	44	23	32	55	6	9	9	34	36	72	12
55	55	24	59	20	15	54	41	21	3	67	35	71	52	35	6	4	3	69	30
71	44	36	15	50	64	51	18	64	58	11	18	7	62	45	47	49	52	38	32
23	51	50	29	5	58	50	65	54	73	74	55	38	35	12	45	55	12	21	43
2	12	51	24	47	6	14	5	37	24	12	73	47	43	22	21	74	64	24	43
24	18	67	49	62	15	8	74	8	12	30	58	58	21	53	49	60	61	73	66
23	42	64	10	58	5	58	1	53	65	36	47	72	65	16	46	38	19	64	73
50	24	4	51	65	53	25	47	26	43	15	12	28	50	60	18	17	3	49	67
31	6	51	13	33	70	40	53	57	26	23	70	27	29	57	1	47	38	23	12
9	59	24	33	12	36	37	44	38	41	61	61	15	9	60	35	43	34	14	55
