

n=20;

m=16;
 			
70	33	38	43	33	74	80	78	50	66	53	52	22	73	2	79	56	66	53	49
24	51	70	25	56	77	16	77	78	41	68	73	38	48	31	69	38	3	72	73
25	58	80	7	51	4	50	35	33	2	52	17	17	5	3	33	61	77	34	60
15	39	3	37	73	49	50	58	53	52	18	27	49	62	48	21	76	17	38	80
7	30	7	68	69	65	32	33	39	36	66	52	37	15	57	76	7	59	6	41
43	71	67	74	65	21	25	3	76	14	55	73	53	18	47	58	55	48	44	23
13	31	28	69	38	14	59	39	37	51	44	19	40	74	69	54	9	58	30	7
15	69	48	5	17	11	67	17	2	36	40	39	1	74	2	44	41	26	61	49
59	80	13	32	32	15	50	43	79	5	58	17	24	65	21	64	20	1	65	49
62	44	78	5	28	9	59	3	46	26	15	63	5	35	3	17	50	61	11	25
49	3	38	63	36	53	37	64	9	44	70	57	69	22	50	5	61	17	68	56
37	40	22	53	23	1	80	25	61	29	50	55	64	41	46	14	77	77	75	74
55	5	76	44	69	51	8	5	13	49	41	45	39	36	62	49	37	38	61	61
13	31	28	69	38	14	59	39	37	51	44	19	40	74	69	54	9	58	30	7
67	38	70	38	11	3	14	53	50	69	61	33	47	58	52	38	44	50	61	37
7	30	7	68	69	65	32	33	39	36	66	52	37	15	57	76	7	59	6	41
