n = 50; m = 22

46	52	79	45	97	10	44	24	85	75	66	49	95	61	19	47	84	13	11	19	98	2	85	44	7	73	19	69	12	73	85	23	53	16	88	8	26	42	58	63	7	2	44	38	24	76	85	61	32	90
61	87	51	25	73	93	28	90	94	59	64	2	16	35	53	40	81	26	85	4	4	10	63	96	55	71	66	94	7	15	11	99	37	50	56	69	22	56	67	63	96	74	4	42	40	30	93	36	25	87
3	1	58	85	33	71	58	56	64	43	48	69	96	35	82	53	64	11	61	36	53	87	88	10	32	38	25	24	90	7	11	49	2	76	17	32	39	9	83	69	67	28	88	23	91	71	3	26	41	96
51	24	21	57	69	51	50	51	21	19	63	91	11	6	31	63	36	39	57	47	56	65	59	4	10	12	62	43	49	54	87	29	2	18	75	39	77	69	15	78	68	37	22	41	92	67	24	87	91	31
37	16	42	47	94	14	94	34	72	36	88	51	41	71	94	99	11	97	44	77	69	91	38	25	87	7	66	54	86	49	3	48	44	93	37	82	31	59	78	33	36	3	58	10	98	6	44	62	24	94
79	93	68	75	37	44	34	39	76	62	74	28	78	43	98	83	91	27	6	82	60	44	43	76	99	66	11	35	52	8	40	62	25	24	30	1	73	27	16	91	33	11	99	2	60	90	36	62	15	3
83	87	38	38	86	67	23	19	97	78	66	67	7	23	67	8	77	71	85	29	49	3	94	76	95	48	4	37	82	57	61	6	97	5	27	95	4	92	46	52	8	11	7	54	72	57	85	22	87	65
22	29	99	25	98	55	80	82	33	68	47	74	26	61	95	55	11	42	72	14	8	98	90	36	75	69	26	24	55	98	86	30	92	94	66	47	63	41	41	47	89	28	39	80	47	57	74	38	59	5
27	92	75	94	18	41	37	58	56	20	2	39	91	81	33	14	88	22	36	65	79	23	66	5	15	51	2	81	12	40	59	32	16	87	78	41	43	94	1	93	22	93	62	53	30	34	27	30	54	77
24	47	39	66	41	46	24	23	68	50	93	22	64	81	94	97	54	82	11	91	23	32	26	22	12	23	34	87	59	2	38	84	62	10	11	93	57	81	10	40	62	49	90	34	11	81	51	21	39	27
51	64	38	65	60	24	6	14	4	27	45	72	11	2	12	51	24	47	6	14	5	37	24	12	73	47	43	22	21	74	64	24	43	61	3	52	32	23	5	35	7	15	53	66	40	38	41	35	13	44
64	25	66	44	17	61	2	27	48	69	71	53	19	24	18	67	49	62	15	8	74	8	12	30	58	58	21	53	49	60	61	73	66	3	39	48	55	29	61	42	41	16	45	27	33	55	12	34	68	43
37	12	36	65	5	34	25	22	28	55	44	47	25	23	42	64	10	58	5	58	1	53	65	36	47	72	65	16	46	38	19	64	73	64	9	10	61	72	70	74	18	49	1	14	40	24	29	29	65	16
64	64	26	66	25	32	21	61	61	67	26	47	27	50	24	4	51	65	53	25	47	26	43	15	12	28	50	60	18	17	3	49	67	39	48	15	32	52	32	14	20	37	24	20	30	47	50	7	4	58
37	9	35	31	3	36	32	29	48	11	52	4	50	31	6	51	13	33	70	40	53	57	26	23	70	27	29	57	1	47	38	23	12	27	28	32	6	70	53	18	6	17	67	66	49	61	58	50	44	41
12	70	41	12	6	27	38	7	67	14	55	6	42	44	32	35	36	72	33	2	30	6	53	27	8	61	6	2	53	12	71	61	62	11	9	69	29	65	41	44	73	26	66	44	8	59	38	47	51	48
53	9	50	40	50	29	38	58	60	25	72	64	63	41	17	64	23	73	53	41	72	44	30	19	55	49	53	18	35	29	40	67	24	6	63	61	40	46	64	19	46	33	45	56	18	59	50	55	63	18
3	9	37	15	63	41	73	60	60	67	32	27	73	37	5	44	67	69	25	53	36	53	73	33	72	49	26	3	52	35	50	26	24	35	68	43	13	51	27	61	56	13	35	64	44	67	60	44	51	12
38	47	1	40	58	11	30	24	69	4	24	55	44	47	64	70	27	27	33	43	15	52	50	36	5	17	25	44	64	3	3	47	35	15	4	40	30	56	17	6	41	14	5	65	18	71	15	46	55	71
6	53	35	72	73	11	44	67	8	52	23	24	44	48	55	58	21	68	56	49	9	54	32	24	21	6	60	57	71	16	12	27	52	33	59	5	37	54	70	73	17	27	37	55	61	2	29	3	62	44
13	49	64	31	56	22	9	25	53	71	36	61	1	5	55	20	52	9	57	44	15	14	60	16	11	50	11	12	47	45	16	53	21	13	1	44	55	45	33	7	20	30	52	18	74	47	24	15	29	53
51	64	38	65	60	24	6	14	4	27	45	72	11	2	12	51	24	47	6	14	5	37	24	12	73	47	43	22	21	74	64	24	43	61	3	52	32	23	5	35	7	15	53	66	40	38	41	35	13	44
