n = 50; m = 22
  	
55	50	28	25	74	29	52	31	72	24	58	42	9	67	64	59	58	35	41	6	46	70	61	3	53	74	14	25	73	51	23	65	8	27	44	15	70	42	12	27	22	32	55	61	35	16	63	38	39	34
69	39	58	20	44	64	71	12	16	19	49	3	32	43	6	3	64	53	71	55	69	19	20	29	66	14	18	6	55	21	50	54	33	57	58	7	7	73	25	36	72	54	52	41	33	61	28	48	21	8
21	13	16	37	18	46	54	9	4	17	35	46	11	26	53	18	32	9	43	33	21	10	21	47	53	3	2	41	58	18	61	14	47	44	10	53	2	40	63	8	52	67	33	55	10	59	3	12	64	73
48	8	6	32	26	57	41	58	9	37	17	38	51	5	74	25	25	19	51	67	34	41	73	9	20	54	64	17	52	3	50	25	12	43	23	12	37	15	73	44	9	44	63	70	40	51	39	38	8	29
41	69	14	15	18	42	55	25	58	13	27	51	35	9	59	24	33	12	36	37	44	38	41	61	61	15	9	60	35	43	34	14	55	65	39	41	55	35	25	41	71	39	37	74	52	35	51	16	32	1
49	33	3	27	47	52	33	42	67	16	30	29	73	6	12	68	12	57	30	22	55	22	34	14	11	55	28	71	19	37	11	49	73	51	12	54	13	67	66	52	69	40	9	30	20	64	34	6	64	20
2	64	62	38	57	35	4	15	40	58	55	53	61	12	19	34	73	30	5	10	8	34	44	23	32	55	6	9	9	34	36	72	12	11	32	24	18	36	32	41	52	2	57	11	22	59	9	12	15	50
58	24	27	23	17	73	69	15	2	47	29	68	43	55	55	24	59	20	15	54	41	21	3	67	35	71	52	35	6	4	3	69	30	42	38	6	55	58	1	24	21	32	32	67	67	6	44	48	5	57
49	36	29	19	20	31	29	29	70	8	50	64	8	71	44	36	15	50	64	51	18	64	58	11	18	7	62	45	47	49	52	38	32	3	65	67	30	2	47	4	53	62	41	57	57	74	23	24	1	24
61	68	61	73	52	12	56	68	2	12	73	39	5	23	51	50	29	5	58	50	65	54	73	74	55	38	35	12	45	55	12	21	43	56	29	45	47	65	16	29	58	44	27	52	11	16	71	53	43	16
51	64	38	65	60	24	6	14	4	27	45	72	11	2	12	51	24	47	6	14	5	37	24	12	73	47	43	22	21	74	64	24	43	61	3	52	32	23	5	35	7	15	53	66	40	38	41	35	13	44
64	25	66	44	17	61	2	27	48	69	71	53	19	24	18	67	49	62	15	8	74	8	12	30	58	58	21	53	49	60	61	73	66	3	39	48	55	29	61	42	41	16	45	27	33	55	12	34	68	43
37	12	36	65	5	34	25	22	28	55	44	47	25	23	42	64	10	58	5	58	1	53	65	36	47	72	65	16	46	38	19	64	73	64	9	10	61	72	70	74	18	49	1	14	40	24	29	29	65	16
64	64	26	66	25	32	21	61	61	67	26	47	27	50	24	4	51	65	53	25	47	26	43	15	12	28	50	60	18	17	3	49	67	39	48	15	32	52	32	14	20	37	24	20	30	47	50	7	4	58
37	9	35	31	3	36	32	29	48	11	52	4	50	31	6	51	13	33	70	40	53	57	26	23	70	27	29	57	1	47	38	23	12	27	28	32	6	70	53	18	6	17	67	66	49	61	58	50	44	41
12	70	41	12	6	27	38	7	67	14	55	6	42	44	32	35	36	72	33	2	30	6	53	27	8	61	6	2	53	12	71	61	62	11	9	69	29	65	41	44	73	26	66	44	8	59	38	47	51	48
53	9	50	40	50	29	38	58	60	25	72	64	63	41	17	64	23	73	53	41	72	44	30	19	55	49	53	18	35	29	40	67	24	6	63	61	40	46	64	19	46	33	45	56	18	59	50	55	63	18
3	9	37	15	63	41	73	60	60	67	32	27	73	37	5	44	67	69	25	53	36	53	73	33	72	49	26	3	52	35	50	26	24	35	68	43	13	51	27	61	56	13	35	64	44	67	60	44	51	12
38	47	1	40	58	11	30	24	69	4	24	55	44	47	64	70	27	27	33	43	15	52	50	36	5	17	25	44	64	3	3	47	35	15	4	40	30	56	17	6	41	14	5	65	18	71	15	46	55	71
6	53	35	72	73	11	44	67	8	52	23	24	44	48	55	58	21	68	56	49	9	54	32	24	21	6	60	57	71	16	12	27	52	33	59	5	37	54	70	73	17	27	37	55	61	2	29	3	62	44
13	49	64	31	56	22	9	25	53	71	36	61	1	5	55	20	52	9	57	44	15	14	60	16	11	50	11	12	47	45	16	53	21	13	1	44	55	45	33	7	20	30	52	18	74	47	24	15	29	53
51	64	38	65	60	24	6	14	4	27	45	72	11	2	12	51	24	47	6	14	5	37	24	12	73	47	43	22	21	74	64	24	43	61	3	52	32	23	5	35	7	15	53	66	40	38	41	35	13	44
	
