n = 50; m = 22

3	21	11	77	57	13	76	11	55	63	11	69	78	33	71	64	25	41	18	61	19	63	17	52	49	54	50	49	73	16	49	69	45	57	70	69	60	54	18	70	6	39	47	77	21	68	60	29	26	62
72	72	42	24	58	9	48	28	14	49	57	58	9	26	53	75	20	5	65	9	4	32	38	25	59	8	41	70	59	26	48	62	6	20	4	12	12	65	58	10	37	67	9	7	47	79	53	25	5	44
40	32	45	26	39	34	41	10	62	28	30	63	32	69	65	19	12	21	24	57	59	17	58	13	45	61	45	63	27	18	70	20	55	66	65	36	61	30	45	20	75	62	31	34	60	22	75	67	8	45
44	63	25	52	73	65	71	63	3	68	30	49	22	2	7	56	73	75	41	75	6	75	73	37	69	5	31	36	57	43	61	69	7	25	5	52	75	10	37	49	12	65	7	30	65	38	77	62	17	80
10	12	42	51	45	66	75	41	61	76	22	65	53	67	25	19	77	79	17	52	73	60	68	51	72	53	22	29	33	31	74	69	39	50	28	57	34	13	54	69	35	22	71	6	29	55	2	13	78	35
1	27	71	58	8	60	5	30	26	73	45	52	74	16	37	38	78	37	46	5	8	26	9	30	43	45	29	15	19	50	42	17	6	22	5	76	9	69	32	69	72	37	58	31	65	25	58	48	28	65
54	73	13	15	57	76	65	33	17	19	16	61	60	36	22	65	32	73	79	65	18	58	8	25	7	48	62	52	21	56	19	61	50	21	45	13	61	77	19	48	69	6	66	41	58	21	59	38	56	17
53	45	50	32	3	48	61	55	77	74	9	17	14	1	24	25	27	11	75	32	65	1	33	62	62	73	17	3	37	8	67	45	28	75	27	41	65	49	16	45	21	45	67	46	3	63	36	3	21	13
25	27	69	17	44	77	69	47	61	53	35	33	66	2	25	54	44	58	61	17	53	38	41	65	5	48	14	32	7	39	48	49	59	17	14	43	51	22	76	67	49	9	6	65	53	78	12	71	32	23
24	64	32	20	79	9	47	50	45	24	79	66	78	23	17	45	40	45	9	23	15	29	73	6	39	40	72	69	70	4	67	44	37	31	46	53	43	61	69	2	17	69	51	11	62	42	2	68	1	27
58	79	4	40	75	77	46	12	59	34	78	53	1	68	68	62	32	48	53	37	33	59	26	57	60	67	15	9	9	27	22	1	29	61	53	66	42	46	63	40	14	55	38	44	65	47	58	49	3	11
58	1	61	31	80	44	49	70	49	34	21	56	18	31	75	27	33	73	50	57	74	8	15	58	35	30	57	61	37	52	69	57	73	9	73	49	8	41	46	5	33	80	28	52	64	31	5	67	78	72
72	13	32	73	28	3	11	49	25	69	60	46	16	56	45	57	9	3	47	41	24	17	16	37	33	78	54	18	80	19	46	37	19	4	65	76	33	13	50	7	5	70	9	27	15	55	45	65	53	28
21	26	78	43	59	21	43	77	44	23	66	47	49	9	16	9	58	72	37	54	7	21	78	1	31	10	53	5	18	65	1	17	53	29	29	8	65	30	24	52	21	58	45	64	17	17	13	42	13	28
65	2	73	47	10	69	11	68	56	30	47	9	55	31	73	39	67	10	27	25	25	21	5	42	46	73	32	57	61	53	17	6	18	14	29	32	20	48	72	17	80	27	73	69	60	5	27	20	77	74
19	69	15	42	16	52	20	12	33	68	58	77	78	57	20	41	55	63	32	3	42	18	34	65	61	10	48	45	62	71	79	45	36	55	64	32	45	45	53	68	5	62	17	61	25	61	21	57	40	9
41	57	17	48	15	46	53	50	78	6	28	21	34	63	16	78	47	63	9	60	53	57	33	57	22	29	79	18	27	49	25	76	15	5	74	72	64	26	68	23	40	6	27	78	28	72	38	43	33	27
77	72	5	62	51	14	22	68	13	38	12	63	71	42	66	29	6	29	79	26	77	41	9	34	1	61	75	76	65	42	37	44	66	29	9	58	49	50	45	35	32	45	25	21	80	5	55	57	54	13
24	75	2	41	29	7	68	18	30	51	73	47	11	57	2	74	7	73	59	56	14	49	61	35	78	63	77	79	73	35	72	59	56	13	43	22	68	72	77	19	35	56	54	67	51	21	21	63	53	15
11	1	26	43	33	25	33	13	33	52	15	52	64	36	67	51	19	17	37	2	77	27	75	26	19	45	69	47	42	48	46	73	4	32	6	75	4	37	48	45	53	68	69	67	59	1	57	49	30	25
22	75	33	80	70	4	9	10	75	59	54	49	18	18	45	13	77	27	36	79	57	17	5	30	28	49	62	13	56	11	72	52	51	5	31	25	21	33	17	35	1	71	29	23	21	6	9	79	29	63
58	79	4	40	75	77	46	12	59	34	78	53	1	68	68	62	32	48	53	37	33	59	26	57	60	67	15	9	9	27	22	1	29	61	53	66	42	46	63	40	14	55	38	44	65	47	58	49	3	11
