n = 50; m = 22

51	16	9	9	52	10	11	48	19	42	12	39	3	46	35	46	23	39	45	18	3	6	24	18	32	16	32	12	16	4	8	33	16	19	21	12	32	37	5	2	44	44	17	27	30	50	17	7	18	37
32	51	51	7	7	53	16	16	44	30	8	36	24	54	36	22	50	45	3	39	53	47	10	8	15	43	2	52	51	20	26	20	21	50	29	6	20	25	42	28	19	3	39	13	46	39	16	51	40	28
6	43	30	50	3	45	43	21	32	22	10	35	23	40	7	18	1	11	38	28	19	11	18	32	6	50	38	9	33	10	53	13	49	5	12	13	51	15	37	45	22	3	40	25	51	12	23	11	34	1
12	37	9	21	6	36	12	4	36	14	19	10	45	8	24	13	27	32	27	30	36	40	45	12	29	13	37	36	29	38	53	31	4	11	39	11	32	49	41	6	23	13	11	17	25	26	35	29	5	26
26	29	18	46	42	45	8	10	44	4	10	37	34	25	1	25	38	45	16	20	46	46	7	46	18	45	3	15	53	11	34	4	47	52	10	23	33	35	22	11	9	45	42	19	25	50	6	46	15	11
33	25	26	2	35	20	11	28	13	5	46	32	20	29	20	26	32	33	31	52	31	47	12	40	29	2	42	22	30	31	32	45	50	4	35	46	33	25	17	42	53	1	23	22	37	12	2	38	11	17
36	52	37	3	43	47	44	21	3	20	18	8	17	3	29	16	11	35	41	20	51	43	12	6	24	20	33	42	47	29	18	12	39	40	12	26	2	44	2	28	28	39	14	17	6	51	29	41	4	38
8	50	39	6	44	49	29	47	38	4	34	33	39	4	40	51	38	53	26	9	33	26	31	50	23	28	48	14	11	52	44	1	33	22	30	25	16	18	5	19	19	44	8	7	25	6	5	18	34	6
12	6	23	44	29	17	17	35	52	44	33	26	52	13	29	21	26	49	2	10	49	10	15	7	42	36	17	50	49	35	53	15	12	53	32	40	1	10	16	36	44	24	31	18	30	27	6	28	26	17
5	9	43	48	44	39	32	34	20	45	35	31	42	45	39	17	3	28	15	51	37	45	44	13	7	28	7	10	26	18	53	40	35	15	23	14	39	20	4	35	53	23	42	34	21	12	1	6	40	26
49	16	53	17	37	44	8	16	16	14	48	53	23	53	12	35	33	28	20	54	4	17	54	18	37	3	42	46	3	30	36	22	42	2	31	44	18	27	37	31	44	38	48	40	28	10	50	42	43	11
23	13	10	30	29	26	50	34	50	33	35	26	12	10	1	10	9	37	49	49	43	47	29	33	54	37	45	49	52	26	30	28	12	8	11	43	13	30	46	37	1	19	42	53	26	5	36	4	33	44
42	12	52	4	26	31	20	15	43	21	6	21	30	20	22	11	21	11	4	27	4	15	23	31	42	5	18	5	40	3	43	34	35	23	42	47	5	13	46	11	27	33	12	45	39	26	39	29	42	16
19	8	9	2	23	42	38	19	49	26	8	44	51	42	4	40	29	20	45	4	5	40	43	48	53	51	49	41	53	49	4	38	20	32	14	50	51	7	42	26	44	40	40	52	39	18	12	16	21	15
4	52	7	15	40	9	17	1	53	8	31	32	13	43	33	37	5	15	48	6	39	38	36	2	35	45	3	43	51	44	49	13	4	2	20	50	15	46	46	18	39	30	29	23	39	45	46	28	19	32
21	26	40	35	15	50	19	53	10	15	21	3	33	49	33	53	19	47	35	31	24	53	17	8	27	26	36	52	9	37	52	22	18	16	13	48	52	2	37	19	14	53	37	23	31	29	30	21	18	4
9	54	30	35	46	31	51	29	5	9	43	5	25	3	37	16	31	49	12	3	48	20	39	24	42	44	5	44	53	28	39	12	44	8	43	18	24	20	42	42	35	6	20	2	23	9	4	26	31	15
32	37	43	46	23	16	36	51	10	20	6	53	8	36	54	35	12	38	46	25	36	32	39	26	11	33	16	8	10	44	7	49	15	2	37	9	53	22	44	5	39	10	18	5	30	37	39	17	26	15
50	17	23	14	28	53	24	35	52	40	53	4	30	30	36	39	50	50	40	12	54	11	22	40	28	24	11	51	6	42	6	20	32	13	37	13	45	44	11	49	46	11	43	17	52	28	17	36	9	39
46	25	3	4	5	13	35	48	13	3	15	23	52	39	46	42	23	37	26	7	15	12	23	23	25	4	37	15	51	53	24	35	37	36	3	33	11	29	35	26	30	24	28	28	29	17	36	49	36	44
15	8	46	25	46	24	11	9	20	50	48	2	19	11	26	15	12	29	2	29	6	15	18	18	39	7	35	30	33	14	29	36	16	45	36	9	29	40	44	21	1	12	48	33	51	52	31	31	36	45
49	16	53	17	37	44	8	16	16	14	48	53	23	53	12	35	33	28	20	54	4	17	54	18	37	3	42	46	3	30	36	22	42	2	31	44	18	27	37	31	44	38	48	40	28	10	50	42	43	11
	

