
n- 20; m=8;



32	32	7	62	48	17	96	94	47	33	99	62	93	58	32	41	7	16	47	90
35	58	30	9	24	74	95	27	67	37	25	1	63	75	2	28	25	35	92	37
44	75	51	54	4	87	80	68	37	87	35	38	20	75	52	61	79	97	10	57
91	6	92	50	61	72	9	47	54	6	95	24	23	18	87	98	31	14	37	27
28	1	12	76	69	65	49	41	16	59	16	73	58	46	53	71	82	84	43	20
96	47	50	5	25	45	11	38	16	84	78	29	87	90	72	99	58	97	29	7
78	91	61	5	6	61	73	31	71	23	22	58	72	80	98	81	2	75	18	86
44	75	51	54	4	87	80	68	37	87	35	38	20	75	52	61	79	97	10	57


																			

