
n- 20; m=8;



78	90	64	49	47	20	61	93	36	47	70	54	87	13	40	34	55	13	11	5
88	54	47	83	84	9	30	11	92	63	62	75	48	23	85	23	4	31	13	98
83	13	84	46	80	33	74	42	83	71	32	48	42	99	50	54	8	73	30	75
77	94	9	57	89	79	55	73	65	86	25	39	76	24	38	5	91	29	22	27
39	31	46	18	93	58	85	58	97	10	79	93	2	87	17	18	10	50	8	26
14	21	15	10	85	46	42	18	36	2	44	89	6	3	1	43	81	57	76	59
11	2	36	30	89	10	88	22	31	9	43	91	26	3	75	99	63	83	70	84
83	13	84	46	80	33	74	42	83	71	32	48	42	99	50	54	8	73	30	75

																			

