n = 50; m = 10;

11	17	29	9	13	32	25	39	2	16	40	2	13	20	42	4	45	40	20	16	45	9	45	37	37	17	38	28	39	9	2	9	8	14	4	21	10	41	24	13	38	15	17	46	21	47	40	38	32	10
34	4	8	8	7	44	25	21	23	14	16	12	43	10	23	17	8	8	24	27	24	20	32	46	20	8	47	3	16	33	26	29	11	22	26	8	28	1	23	33	31	7	39	18	20	39	29	13	2	23
23	17	20	4	10	5	26	24	19	32	10	26	19	8	16	38	37	39	15	20	34	35	21	15	43	43	13	5	39	21	22	14	34	3	1	18	4	31	34	32	31	37	19	14	9	10	45	47	34	2
33	44	24	40	20	9	39	1	10	45	31	8	45	31	27	47	15	10	35	6	4	41	35	27	15	35	22	47	35	33	45	19	36	18	23	30	28	21	34	24	35	15	39	30	27	29	28	3	40	46
7	15	9	32	36	1	7	31	15	37	10	32	46	15	41	4	44	11	3	35	19	19	16	22	22	44	27	30	43	13	18	44	17	11	15	15	46	33	42	22	3	13	16	30	33	2	15	36	46	26
24	6	8	23	42	31	17	22	39	11	31	26	5	4	24	14	45	34	24	39	45	13	18	25	39	44	7	42	30	42	34	45	45	47	31	20	29	45	23	16	21	44	38	4	24	23	38	3	28	35
23	27	16	5	12	19	6	24	44	30	41	6	45	41	24	18	33	8	45	40	8	3	44	12	22	17	46	1	26	32	3	45	26	1	22	25	44	47	45	5	14	26	13	2	36	40	9	43	38	12
41	36	30	37	45	27	24	43	9	39	22	43	19	33	29	44	22	18	1	25	45	12	40	45	2	33	44	13	10	43	39	36	38	26	9	12	1	4	31	9	15	39	14	31	36	20	24	47	18	45
45	29	15	39	46	8	43	8	15	28	1	42	29	37	3	41	31	20	45	42	33	38	35	38	46	24	37	24	26	12	6	21	42	25	8	21	43	29	12	35	47	15	17	45	46	10	35	30	19	38
7	15	9	32	36	1	7	31	15	37	10	32	46	15	41	4	44	11	3	35	19	19	16	22	22	44	27	30	43	13	18	44	17	11	15	15	46	33	42	22	3	13	16	30	33	2	15	36	46	26
