n = 50; m = 10;

33	59	25	20	74	27	76	41	39	70	37	76	27	30	5	68	69	35	77	45	70	51	40	63	34	42	78	51	34	57	25	78	16	56	5	15	5	59	6	58	13	48	32	65	61	37	37	23	71	54
76	61	50	19	77	65	61	65	62	56	45	73	72	58	72	30	55	41	34	13	1	8	74	61	38	68	2	20	3	47	26	13	15	6	41	41	49	42	38	77	39	39	68	31	19	25	18	65	7	79
5	7	72	11	69	59	32	27	30	35	13	43	39	56	24	71	10	66	26	61	26	11	31	18	49	45	14	49	30	37	48	25	31	22	53	38	79	69	20	5	29	41	39	76	17	75	32	31	33	47
15	47	9	47	9	80	20	79	60	19	8	25	38	50	64	55	5	29	52	56	5	77	24	76	25	37	43	26	25	25	70	17	45	25	54	77	21	65	17	29	37	73	27	75	31	36	17	22	28	17
66	69	23	13	41	79	73	7	17	25	26	23	59	28	14	8	47	59	44	16	48	16	54	42	61	46	11	51	41	80	77	69	8	55	54	11	17	34	47	52	39	18	11	17	8	21	80	33	80	43
45	18	69	57	24	30	46	11	2	60	69	58	25	61	72	67	6	76	9	62	40	76	28	43	47	37	74	65	13	9	21	7	27	70	44	25	33	77	40	61	68	62	36	21	42	74	54	69	80	73
28	20	12	32	41	9	22	41	37	60	45	5	14	15	55	73	49	70	72	51	70	21	2	55	9	49	9	41	9	67	7	13	28	11	20	47	28	57	61	25	74	61	5	41	30	65	22	27	7	42
25	45	65	48	76	42	61	37	48	41	66	5	18	29	65	63	2	52	71	67	19	73	65	3	49	45	3	13	49	5	69	65	33	61	15	8	9	15	75	24	69	74	22	14	57	9	9	57	55	37
45	77	60	29	8	12	16	25	52	63	7	2	29	21	79	29	63	29	8	70	2	44	77	11	66	42	69	58	72	53	9	11	9	49	33	53	5	57	65	30	44	28	25	49	35	57	41	59	53	48
66	69	23	13	41	79	73	7	17	25	26	23	59	28	14	8	47	59	44	16	48	16	54	42	61	46	11	51	41	80	77	69	8	55	54	11	17	34	47	52	39	18	11	17	8	21	80	33	80	43
