n = 50; m = 10;
							
18	77	73	91	96	10	58	70	42	21	11	88	91	78	70	53	51	96	27	47	30	37	63	61	73	80	5	82	49	11	79	78	57	47	91	92	94	33	52	12	37	47	39	4	50	90	58	46	14	84
97	49	33	48	68	36	66	6	54	16	7	35	64	18	8	61	41	65	71	34	35	92	70	65	76	71	81	32	27	95	49	51	65	17	91	23	17	19	28	70	67	40	81	54	52	38	6	8	31	98
14	17	31	37	85	84	7	54	40	95	97	44	4	46	10	63	76	23	95	73	78	46	40	34	92	42	56	4	63	93	72	63	62	30	91	96	53	19	40	14	16	66	54	54	64	86	31	99	10	2
74	29	77	14	30	14	48	1	4	71	54	30	42	43	33	32	12	68	8	82	27	59	20	60	76	44	29	68	24	46	94	79	68	49	85	87	17	99	76	81	52	24	57	8	36	67	57	66	5	69
75	43	70	11	64	88	94	9	29	58	90	78	63	34	71	49	69	97	10	43	22	16	31	22	62	14	11	46	85	59	73	22	70	52	70	45	45	37	2	90	2	40	70	93	44	71	83	13	3	99
79	93	68	75	37	44	34	39	76	62	74	28	78	43	98	83	91	27	6	82	60	44	43	76	99	66	11	35	52	8	40	62	25	24	30	1	73	27	16	91	33	11	99	2	60	90	36	62	15	3
83	87	38	38	86	67	23	19	97	78	66	67	7	23	67	8	77	71	85	29	49	3	94	76	95	48	4	37	82	57	61	6	97	5	27	95	4	92	46	52	8	11	7	54	72	57	85	22	87	65
22	29	99	25	98	55	80	82	33	68	47	74	26	61	95	55	11	42	72	14	8	98	90	36	75	69	26	24	55	98	86	30	92	94	66	47	63	41	41	47	89	28	39	80	47	57	74	38	59	5
27	92	75	94	18	41	37	58	56	20	2	39	91	81	33	14	88	22	36	65	79	23	66	5	15	51	2	81	12	40	59	32	16	87	78	41	43	94	1	93	22	93	62	53	30	34	27	30	54	77
75	43	70	11	64	88	94	9	29	58	90	78	63	34	71	49	69	97	10	43	22	16	31	22	62	14	11	46	85	59	73	22	70	52	70	45	45	37	2	90	2	40	70	93	44	71	83	13	3	99
																																																	



