n = 50; m = 10;
			
46	52	79	45	97	10	44	24	85	75	66	49	95	61	19	47	84	13	11	19	98	2	85	44	7	73	19	69	12	73	85	23	53	16	88	8	26	42	58	63	7	2	44	38	24	76	85	61	32	90
61	87	51	25	73	93	28	90	94	59	64	2	16	35	53	40	81	26	85	4	4	10	63	96	55	71	66	94	7	15	11	99	37	50	56	69	22	56	67	63	96	74	4	42	40	30	93	36	25	87
3	1	58	85	33	71	58	56	64	43	48	69	96	35	82	53	64	11	61	36	53	87	88	10	32	38	25	24	90	7	11	49	2	76	17	32	39	9	83	69	67	28	88	23	91	71	3	26	41	96
51	24	21	57	69	51	50	51	21	19	63	91	11	6	31	63	36	39	57	47	56	65	59	4	10	12	62	43	49	54	87	29	2	18	75	39	77	69	15	78	68	37	22	41	92	67	24	87	91	31
37	16	42	47	94	14	94	34	72	36	88	51	41	71	94	99	11	97	44	77	69	91	38	25	87	7	66	54	86	49	3	48	44	93	37	82	31	59	78	33	36	3	58	10	98	6	44	62	24	94
27	98	62	17	35	71	94	58	77	29	61	41	47	2	16	41	59	27	18	33	1	99	3	15	45	82	20	11	90	65	73	71	26	97	50	43	7	78	27	50	70	65	96	27	66	18	96	66	82	23
69	28	95	38	89	19	6	52	70	4	81	1	36	30	13	90	30	66	28	36	38	48	97	56	92	93	81	24	38	39	33	7	75	43	92	44	35	2	96	28	13	67	61	71	20	54	53	75	58	74
65	21	60	72	4	85	47	80	71	26	73	36	38	13	66	82	2	76	29	90	36	32	84	78	94	45	14	72	3	18	58	87	30	73	71	5	77	60	6	61	23	29	2	67	69	38	37	80	51	34
89	41	16	7	84	53	56	71	40	17	33	3	51	76	2	63	84	55	3	82	46	58	24	57	59	86	39	55	69	36	98	82	44	70	67	74	61	38	87	35	37	98	26	49	12	52	49	92	43	75
37	16	42	47	94	14	94	34	72	36	88	51	41	71	94	99	11	97	44	77	69	91	38	25	87	7	66	54	86	49	3	48	44	93	37	82	31	59	78	33	36	3	58	10	98	6	44	62	24	94




