m= 22;
n=  20;


41	62	69	24	28	64	70	28	26	62	8	29	37	29	16	68	8	39	47	57
6	42	24	16	52	1	65	13	65	72	13	45	16	6	55	39	1	69	44	55
37	24	30	72	58	21	51	60	34	65	18	24	7	65	29	9	48	11	41	37
15	51	50	60	65	67	27	60	70	26	14	57	60	56	12	30	62	53	35	48
72	69	24	53	3	68	6	67	55	26	44	12	65	66	3	50	33	44	9	47
66	63	71	42	30	25	24	62	3	70	63	59	11	8	43	67	58	15	31	13
65	16	69	30	26	34	34	33	11	59	56	61	26	34	56	69	67	4	24	14
22	6	63	11	64	57	66	7	60	23	57	38	32	6	72	22	42	22	39	67
46	70	11	68	4	8	65	54	52	60	62	41	6	11	38	31	36	46	52	6
48	6	14	27	6	42	44	10	47	41	70	34	65	32	32	70	67	26	37	60
9	20	14	56	31	31	7	12	14	69	19	26	37	68	31	72	18	39	72	38
19	54	52	33	42	62	45	25	42	47	50	52	11	21	45	45	71	22	54	8
2	24	16	34	40	65	60	23	4	36	43	52	42	51	58	53	13	58	55	34
34	65	68	46	26	71	13	8	68	56	18	43	8	52	33	58	55	67	50	26
31	10	42	66	8	19	29	7	42	62	20	44	49	29	26	38	6	7	10	41
29	31	19	68	9	50	12	11	24	7	40	6	72	21	24	57	65	18	20	53
11	45	65	24	32	41	25	5	48	47	18	19	16	9	11	45	31	55	53	25
60	2	13	16	29	3	33	15	60	36	16	23	50	34	56	6	19	20	17	66
2	50	26	55	36	8	37	8	55	68	46	56	20	7	42	50	62	21	62	13
24	34	22	68	42	70	34	70	39	50	22	40	44	8	44	60	19	51	46	36
16	24	3	3	59	18	57	33	42	42	8	13	27	16	62	20	39	63	58	29
9	20	14	56	31	31	7	12	14	69	19	26	37	68	31	72	18	39	72	38


