m= 22;
n=  20;


65	55	1	79	10	37	77	80	79	84	93	21	85	64	46	35	19	19	19	19
65	58	24	55	26	40	89	94	51	74	54	86	22	83	19	44	19	19	19	19
11	16	55	59	81	53	92	23	55	79	13	89	2	17	97	41	19	19	19	19
43	16	91	94	73	89	12	58	25	24	55	1	67	3	1	71	19	19	19	19
27	48	72	88	48	59	74	86	49	94	15	95	41	94	15	71	19	19	19	19
34	69	32	1	1	80	19	57	98	37	31	51	66	38	62	72	19	19	19	19
47	94	26	65	17	42	59	80	7	75	63	96	7	10	47	38	19	19	19	19
64	62	11	38	68	37	74	9	65	16	38	85	50	62	39	97	19	19	19	19
21	7	94	10	73	85	82	62	99	67	61	10	4	70	31	49	19	19	19	19
83	55	3	8	75	30	57	65	89	60	90	84	74	17	2	19	19	19	19	19
69	30	61	35	53	98	94	33	77	31	54	71	78	9	79	51	76	56	80	72
94	43	6	47	45	51	73	49	31	58	19	36	54	75	7	5	82	20	31	32
3	18	43	41	83	62	27	75	52	58	18	1	61	67	55	72	16	12	87	21
39	23	28	31	86	19	85	90	77	4	85	81	9	52	67	77	45	7	21	26
1	92	83	43	3	3	51	5	38	37	44	66	31	8	79	42	85	92	89	29
63	96	50	12	15	11	33	7	4	58	27	7	7	54	31	94	25	8	61	51
86	36	19	71	8	77	8	6	40	39	24	82	69	82	39	52	85	48	22	57
44	25	85	86	73	58	95	13	50	39	24	55	58	79	42	98	44	16	13	74
19	82	12	70	6	64	3	4	29	43	40	77	88	74	13	13	17	45	2	22
55	46	68	15	55	74	42	40	88	68	67	67	8	13	74	47	3	95	36	46
67	66	66	32	8	30	92	40	13	79	19	29	27	18	42	86	30	41	27	50
69	30	61	35	53	98	94	33	77	31	54	71	78	9	79	51	76	56	80	72
								
