m= 22;
n=  20;

94	43	6	47	45	51	73	49	31	58	19	36	54	75	7	5	82	20	31	32
3	18	43	41	83	62	27	75	52	58	18	1	61	67	55	72	16	12	87	21
39	23	28	31	86	19	85	90	77	4	85	81	9	52	67	77	45	7	21	26
1	92	83	43	3	3	51	5	38	37	44	66	31	8	79	42	85	92	89	29
63	96	50	12	15	11	33	7	4	58	27	7	7	54	31	94	25	8	61	51
86	36	19	71	8	77	8	6	40	39	24	82	69	82	39	52	85	48	22	57
44	25	85	86	73	58	95	13	50	39	24	55	58	79	42	98	44	16	13	74
19	82	12	70	6	64	3	4	29	43	40	77	88	74	13	13	17	45	2	22
55	46	68	15	55	74	42	40	88	68	67	67	8	13	74	47	3	95	36	46
67	66	66	32	8	30	92	40	13	79	19	29	27	18	42	86	30	41	27	50
66	58	31	68	78	91	13	59	49	85	85	9	39	41	56	40	54	77	51	31
64	96	13	9	17	19	52	1	54	86	90	26	16	39	51	4	18	35	65	5
48	6	34	22	12	78	87	24	87	10	46	16	11	73	24	16	68	14	92	93
30	94	52	49	32	61	30	6	33	33	42	87	55	13	39	20	9	57	83	2
84	24	84	16	87	22	51	27	87	87	34	99	37	14	59	13	17	33	31	18
9	1	66	57	90	61	90	60	40	38	2	15	89	5	81	16	28	58	98	90
93	44	2	87	93	23	92	51	5	32	5	92	21	77	95	17	47	1	13	73
71	34	40	57	29	78	99	88	40	40	69	57	56	65	63	48	24	40	20	21
72	65	20	67	61	69	19	63	50	68	35	93	58	31	97	89	5	98	41	81
33	95	7	34	6	34	62	97	7	18	78	39	86	58	35	12	50	44	81	89
85	47	54	31	31	83	28	70	49	27	40	37	55	59	46	25	34	84	72	32
66	58	31	68	78	91	13	59	49	85	85	9	39	41	56	40	54	77	51	31
