m= 22;
n=  20;



42	18	22	81	81	13	34	48	87	51	74	17	78	50	31	27	53	41	27	89
63	46	9	78	65	31	5	47	89	5	37	17	35	50	66	64	49	51	36	36
4	66	25	7	4	26	91	41	19	7	1	6	85	32	4	60	33	57	32	34
33	56	52	10	66	17	65	7	30	50	55	19	1	75	43	43	42	17	56	67
93	36	59	41	30	87	33	77	33	60	4	49	27	12	91	93	12	74	43	78
42	80	2	42	1	80	79	11	51	10	32	47	19	33	53	50	43	64	40	44
21	50	11	9	79	21	67	66	22	12	29	92	33	75	54	79	77	31	92	85
93	80	10	47	41	89	5	91	33	2	75	4	30	58	82	68	67	62	23	26
30	46	64	65	32	14	39	31	82	31	69	31	33	46	33	25	38	53	8	24
13	41	92	16	14	36	94	34	6	17	29	43	44	73	37	52	67	56	81	4
67	86	42	14	89	80	52	36	61	60	88	44	2	90	77	86	64	37	56	10
39	22	43	6	64	52	66	58	48	8	19	7	94	38	72	14	35	72	14	75
12	15	58	31	74	71	37	52	25	39	69	43	7	64	59	72	92	53	80	89
88	52	21	59	10	39	36	54	32	25	60	26	6	8	35	33	35	82	53	87
45	77	81	5	13	85	62	34	81	21	53	44	10	28	68	29	82	38	88	59
8	23	88	53	4	63	20	75	17	26	8	75	51	50	47	64	82	12	70	18
69	79	14	75	5	33	65	36	79	50	54	75	15	26	21	43	27	41	46	29
48	48	39	79	13	92	50	74	77	39	60	14	16	83	87	17	61	38	39	61
82	50	75	77	13	80	42	30	9	41	31	60	25	45	78	8	64	29	80	76
67	69	91	11	17	88	12	31	65	77	56	50	29	11	63	15	2	11	42	56
19	59	20	33	94	20	6	56	89	62	27	29	43	37	23	16	75	88	71	44
67	86	42	14	89	80	52	36	61	60	88	44	2	90	77	86	64	37	56	10




