m= 22;
n=  20;

74	26	84	41	3	46	39	90	62	63	74	4	37	75	72	30	43	95	41	97
70	92	36	70	37	36	42	34	29	80	91	56	71	14	31	75	80	73	32	56
84	20	64	44	69	63	94	86	66	97	25	90	12	62	83	32	12	38	22	92
63	61	46	6	83	49	78	84	97	56	76	9	38	21	80	47	24	95	80	65
72	91	21	70	12	67	65	90	47	82	62	3	84	30	91	5	11	41	14	28
78	58	53	17	36	32	83	91	73	81	74	2	31	37	78	74	51	41	78	26
33	70	10	45	70	99	92	50	54	64	44	4	99	43	43	11	60	53	45	63
87	20	71	95	71	27	79	19	41	74	8	55	87	87	37	52	36	6	42	30
3	86	3	89	57	44	28	88	48	26	58	6	33	3	25	61	93	69	53	47
28	36	39	63	66	24	18	67	17	84	9	33	80	27	42	60	96	81	31	88
49	89	59	42	13	56	27	13	29	20	30	26	98	12	48	54	93	29	51	33
32	32	7	62	48	17	96	94	47	33	99	62	93	58	32	41	7	16	47	90
35	58	30	9	24	74	95	27	67	37	25	1	63	75	2	28	25	35	92	37
12	73	56	24	52	76	72	64	83	51	11	9	94	10	50	48	68	2	51	73
91	6	92	50	61	72	9	47	54	6	95	24	23	18	87	98	31	14	37	27
28	1	12	76	69	65	49	41	16	59	16	73	58	46	53	71	82	84	43	20
96	47	50	5	25	45	11	38	16	84	78	29	87	90	72	99	58	97	29	7
76	82	68	12	35	85	32	61	61	50	85	41	16	41	5	44	85	2	59	85
44	75	51	54	4	87	80	68	37	87	35	38	20	75	52	61	79	97	10	57
85	6	59	87	12	90	83	92	63	74	86	22	54	65	55	19	7	35	78	32
10	75	14	53	49	40	19	25	54	5	37	56	18	31	30	2	5	15	71	46
49	89	59	42	13	56	27	13	29	20	30	26	98	12	48	54	93	29	51	33
