m= 22;
n=  20;


54	83	15	71	77	36	53	38	27	87	76	91	14	29	12	77	32	87	68	94
79	3	11	99	56	70	99	60	5	56	3	61	73	75	47	14	21	86	5	77
16	89	49	15	89	45	60	23	57	64	7	1	63	41	63	47	26	75	77	40
66	58	31	68	78	91	13	59	49	85	85	9	39	41	56	40	54	77	51	31
58	56	20	85	53	35	53	41	69	13	86	72	8	49	47	87	58	18	68	28
26	38	27	88	95	55	54	63	23	45	86	43	43	40	37	54	35	59	43	50
59	62	44	10	23	64	47	68	54	9	30	31	92	7	14	95	76	82	91	37
78	90	64	49	47	20	61	93	36	47	70	54	87	13	40	34	55	13	11	5
88	54	47	83	84	9	30	11	92	63	62	75	48	23	85	23	4	31	13	98
69	30	61	35	53	98	94	33	77	31	54	71	78	9	79	51	76	56	80	72
69	30	61	35	53	98	94	33	77	31	54	71	78	9	79	51	76	56	80	72
39	31	46	18	93	58	85	58	97	10	79	93	2	87	17	18	10	50	8	26
14	21	15	10	85	46	42	18	36	2	44	89	6	3	1	43	81	57	76	59
11	2	36	30	89	10	88	22	31	9	43	91	26	3	75	99	63	83	70	84
83	13	84	46	20	33	74	42	33	71	32	48	42	99	7	54	8	73	30	75
53	19	99	62	88	93	34	72	42	65	39	79	9	26	72	29	36	48	57	95
93	79	88	77	94	39	74	46	17	30	62	77	43	98	48	14	45	25	98	30
90	92	35	13	75	55	80	67	3	93	54	67	25	77	38	98	96	20	15	36
65	97	27	25	61	24	97	61	75	92	73	21	29	3	96	51	26	44	56	31
64	38	44	46	66	31	48	27	82	51	90	63	85	36	69	67	81	18	81	72
61	86	16	42	14	92	67	77	46	41	78	3	72	95	53	59	34	66	42	63
69	30	61	35	53	98	94	33	77	31	54	71	78	9	79	51	76	56	80	72

