
n- 20; m=14;



46	31	22	45	4	1	1	22	5	30	6	47	2	25	14	46	10	39	49	19
41	20	2	30	42	24	28	10	33	2	6	24	18	18	23	37	26	48	41	31
24	1	20	39	32	11	25	12	16	37	39	30	11	20	11	49	37	41	47	47
46	40	10	11	12	39	24	29	12	44	11	18	37	4	10	35	30	24	24	3
29	10	20	12	7	32	17	38	11	28	4	23	27	13	33	1	28	8	10	10
33	6	29	35	2	18	12	7	20	8	9	10	42	25	18	39	4	24	13	28
32	42	29	30	38	42	49	36	8	46	43	42	10	28	39	32	48	6	15	26
11	21	25	15	29	25	30	25	21	25	26	8	22	34	20	24	44	35	6	9
39	30	41	10	21	24	13	17	28	40	31	8	25	28	15	44	35	46	32	2
44	40	13	11	29	30	49	26	7	4	24	17	41	21	33	20	49	7	12	9
39	14	23	46	18	21	32	21	44	23	23	33	9	48	23	19	44	36	47	44
6	13	26	39	12	33	39	11	3	33	7	9	1	26	36	14	19	19	48	46
31	49	18	44	11	21	48	25	22	32	11	17	23	13	35	22	27	44	46	19
24	1	20	39	32	11	25	12	16	37	39	30	11	20	11	49	37	41	47	47
