
n- 20; m=14;


80	74	58	66	57	9	70	33	38	43	33	74	80	78	50	66	53	52	22	73
7	72	20	25	71	23	24	51	70	25	56	77	16	77	78	41	68	73	38	48
8	75	56	65	45	39	25	58	80	7	51	4	50	35	33	2	52	17	17	5
40	13	18	18	21	6	15	39	3	37	73	49	50	58	53	52	18	27	49	62
1	29	63	37	44	79	7	30	7	68	69	65	32	33	39	36	66	52	37	15
61	19	55	18	51	77	43	71	67	74	65	21	25	3	76	14	55	73	53	18
55	58	53	19	76	13	13	31	28	69	38	14	59	39	37	51	44	19	40	74
3	61	33	75	44	45	15	69	48	5	17	11	67	17	2	36	40	39	1	74
80	44	41	25	5	16	59	80	13	32	32	15	50	43	79	5	58	17	24	65
29	74	45	39	13	69	62	44	78	5	28	9	59	3	46	26	15	63	5	35
28	51	73	8	19	23	49	3	38	63	36	53	37	64	9	44	70	57	69	22
14	9	5	31	54	35	37	40	22	53	23	1	80	25	61	29	50	55	64	41
8	2	78	18	15	5	55	5	76	44	69	51	8	5	13	49	41	45	39	36
8	75	56	65	45	39	25	58	80	7	51	4	50	35	33	2	52	17	17	5
