
n- 20; m=14;



15	51	5	3	74	23	68	1	23	29	29	58	39	51	61	72	51	13	26	34
49	40	41	17	64	54	54	63	63	54	17	64	11	72	66	17	18	30	17	1
73	63	15	29	46	24	43	24	17	68	29	62	18	60	67	9	7	34	42	17
63	34	53	13	11	54	36	17	15	63	60	21	1	65	21	1	2	62	17	60
37	73	60	73	14	12	13	21	64	29	29	46	26	58	6	63	37	9	64	17
9	60	9	22	3	56	74	8	63	70	2	66	24	2	3	63	61	29	55	32
15	6	26	1	22	68	49	3	12	73	32	63	38	53	43	60	72	61	60	33
55	20	37	46	41	55	6	26	4	60	49	60	34	51	19	66	8	64	53	1
34	55	17	8	57	39	62	51	26	16	11	74	53	41	23	53	13	43	30	50
73	61	73	60	47	20	63	40	11	66	68	53	66	32	35	71	47	11	15	3
57	64	35	34	51	51	54	53	6	69	13	12	29	72	27	26	10	35	7	66
41	47	43	14	29	24	38	35	47	62	70	36	25	68	62	36	54	48	54	53
28	69	12	39	51	56	60	23	43	50	57	66	14	33	53	55	6	16	71	59
73	63	15	29	46	24	43	24	17	68	29	62	18	60	67	9	7	34	42	17
