
n- 20; m=14;



14	38	24	40	48	5	25	37	5	40	40	46	37	46	40	27	36	40	26	41
36	36	48	17	28	2	38	38	33	38	18	10	17	30	13	31	28	13	23	37
48	12	26	17	10	36	30	34	48	21	17	25	22	38	12	12	28	24	4	35
38	41	39	8	39	8	46	27	11	38	17	48	27	2	25	14	28	43	40	38
42	31	27	6	48	42	44	39	42	1	1	11	48	24	25	6	25	27	46	16
21	34	40	18	21	36	3	9	45	40	41	17	9	19	20	31	20	11	32	16
8	4	23	49	33	44	12	18	42	49	22	25	30	32	15	36	31	13	7	19
5	49	6	16	18	17	36	35	16	41	12	24	39	47	33	7	6	38	12	37
28	4	33	26	33	41	48	16	7	27	34	10	1	9	2	3	28	35	13	41
26	10	44	12	23	7	42	45	40	5	17	15	22	20	34	23	22	7	4	47
40	28	37	26	18	12	34	27	19	8	2	11	44	10	4	23	12	22	41	2
38	23	12	22	39	25	15	40	16	12	8	43	48	36	24	47	32	29	3	10
32	47	3	21	30	5	11	29	35	44	6	28	21	39	46	41	22	37	48	2
48	12	26	17	10	36	30	34	48	21	17	25	22	38	12	12	28	24	4	35
